# 320,cat107|РАСПРОДАЖИ: Строительные ножи
 1|Нож "Кладовщик" (серия 50) с выдвигаемым лезвием      |320|0500-50.0010 | 79,00| 79,00| 79,00||norow || HARDY (Польша) <span class=art>арт. 0500-50.0010</span>|</span><span class="for strong">Для всех работ, связанных с упаковкой и распаковкой товара на складах</span>Специальный нож для упаковочных материалов, очень удобный и безопасный.||/img/pic/strhoz/small/0500-500010.jpg|/img/pic/strhoz/big/0500-500010.jpg
 0|Нож "Кладовщик" (серия 50) с выдвигаемым лезвием HARDY|320|0500-50.0010 | 79,00| 79,00| 79,00||
 0|Лезвия для ножа "Кладовщик", толщина 0.6мм, уп. 10 шт.|320|0550-50.1000 | 48,00| 48,00| 48,00||

