# 49,cat49|«убила дл€ перфоратора SDS
 1|«убила плоские дл€ перфораторов SDS Max, SDS Plus     |49|      |225,75|225,75|0||norow|| RennBohr Basic|||/img/pic/drill/small/ZUBILA SDS.jpg|/img/pic/drill/big/ZUBILA SDS.jpg
#1|ѕика SDS                                                             |211|850240       |590,00|590,00|590,00||norow ltd|ѕики SDS Max, SDS Plus спиральные по бетону| Splitter Twist "RennBohr by Diager"|ѕики <i><b>Splitter Twist</b></i> - новинка завода ƒиаже (‘ранци€).</span></p><UL><LI><b>ѕредотвращене заклинивани€ в материале:</b> подкрученное острие работает как бы враща€сь при посто€нном давлении на 4 грани. ѕика способна отколоть больший кусок материала по сравнению с традиционной конструкцией.<LI><b>—нижение усилий при долблении:</b> благодар€ подкрученной рабочей части пика легче проникает в материал.<LI><b>Ёффективность использовани€:</b> высокотемпературна€ закалка в газовой среде обеспечивает повышенную прочность инструмента.</UL><p><span class="addt">||/img/pic/drill/small/renn1.jpg|/img/pic/drill/big/renn2.jpg
#0|ѕика SDS Max  спиральна€   400 мм Splitter Twist RENNBOHR            |211|850240       |590,00|590,00|590,00||ltdl
#0|ѕика SDS Plus спиральна€   250 мм Splitter Twist RENNBOHR            |211|850525       |390,00|390,00|390,00||ltdl
#0|ѕика SDS Plus&nbsp;6-гранна€                    14&#215;400 мм BERGEN|211|8162400      |346,50|325,50|304,50|
#0|ѕика SDS Max &emsp; &nbsp; &nbsp;               18&#215;280 мм MATRIX|211|70346        | 220,00| 205,00| 195,00||
#0|ѕика SDS Plus&nbsp;кругла€ &nbsp;&nbsp;                250 мм HAGWERT|211|509001       | 285,00| 265,00| 250,00|
#0|ѕика SDS Max &nbsp; &nbsp; &nbsp; &nbsp; &ensp; &emsp; 400 мм HAGWERT|211|509007       | 490,00| 470,00| 455,00|
#0|ѕика SDS Max &nbsp; &nbsp; &nbsp; &nbsp; &ensp; &emsp; 600 мм HAGWERT|211|509011       | 898,00| 865,00| 845,00|
#0|ѕика SDS Max &emsp; &nbsp; &nbsp; &nbsp;        18&#215;400 мм MATRIX|211|70347        |310,00|295,00|285,00||
#0|ѕика SDS Max &emsp; &nbsp; &nbsp;               18&#215;600 мм MATRIX|211|70348        |425,00|405,00|390,00||
#0|ѕика SDS Max &emsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;400 мм RENNBOHR|211|850140       | 799,25| 750,40| 715,00||ltdl
#0|ѕика SDS Max &emsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;600 мм RENNBOHR|211|850160       |1109,75|1058,40|1023,00||ltdl
#0|ѕика SDS Plus &nbsp; &nbsp; &nbsp; &nbsp;  14&#215;250 Ѕј–— - CrV|211|70303|111|111|111|
#0|ѕика SDS Max &nbsp;  &nbsp; &nbsp; &nbsp;      18&#215;400 MATRIX|211|70347   |235|215|200
#0|ѕика SDS Plus &nbsp; &nbsp; &nbsp; &nbsp;      14&#215;250 MATRIX|211|70340  | 99| 99| 99
#0|ѕика SDS Max &nbsp;  &nbsp; &nbsp; &nbsp;         600 мм RENNBOHR|211|850160 | 695| 675| 665

#1|Ћопатка SDS Max&nbsp;                                40&#215;400|49|        |155|-||Ћопатки SDS Max
#0|Ћопатка SDS Max&nbsp;                                40&#215;600|49|        |225|-
