1|11 Вт|90901|11 Вт|&nbsp;&nbsp;650 Лм|55 Вт| 93 мм|46 мм |222| 90.00|allcenter|Лампы энергосберегающие люминесцентные спиральные| STERN|<DL><DT>Срок службы:<DD>8000 часов<DT>Цветовая температура:<DD>2700 К (тёплый белый свет)<DT>Цоколь:<DD>Е 27 (обычный)</DL>||/img/pic/elka/small/LAMPA STERN 30 W 2700 E27.jpg|/img/pic/elka/big/LAMPA STERN 30 W 2700 E27.jpg
0|15 Вт|90902|15 Вт|&nbsp;&nbsp;950 Лм| 75 Вт|104 мм|50 мм|222| 94.00||
0|20 Вт|90903|20 Вт|1250 Лм|100 Вт|114 мм|54 мм           |222|110.00||
0|26 Вт|90904|26 Вт|-      |130 Вт|-     |-               |222|110.00||
0|30 Вт|90905|30 Вт|1850 Лм|150 Вт|135 мм|58 мм           |222|125.00||
