1|Прожектор галогеновый "MATRIX" 150 Вт|190|93205|285|265|220||Прожекторы галогеновые| "MATRIX"|<UL><LI>Устойчивый к атмосферным осадкам (уличный), герметичный водонепроницаемый корпус, термоустойчивое стекло, монтажная рама.<LI>Галогеновая лампа накаливания сохраняет равномерную мощность, обеспечивая долгую яркость освещения.<LI>Предназначен для освещения рабочих поверхностей и открытых пространств.</UL><DL><DT>Номинальная нагрузка в ассортиименте:<DD>150 / 500 Вт<DT>Частота сети электропитания:<DD>50 Гц<DT>Рабочее напряжение переменного тока:<DD>220 В</DL>||/img/pic/elka/small/Projector 500 W.jpg|/img/pic/elka/big/Projector 500 W.jpg
0|Прожектор галогеновый "MATRIX" 500 Вт|190|93210|345|325|295
1|Прожектор галогеновый "NAVIGATOR"  500 Вт|190|N94603|295|285|265||Прожекторы галогеновые "NAVIGATOR"||||/img/pic/elka/small/Prozector_ART_AE-1000.jpg|/img/pic/elka/big/Prozector_ART_AE-1000.jpg
0|Прожектор галогеновый "NAVIGATOR" 1000 Вт|190|N94604|615|585|565|
1|Прожектор 2-режимный|190|93212|990|930|900||| "MATRIX" <span class=art>арт. 93212</span>|<UL><LI>Переключатель мощности 250 / 500 Вт<LI>Подставка, ручка</UL>||/img/pic/elka/small/PROJECTOR 250-500.jpg|/img/pic/elka/big/PROJECTOR 250-500.jpg
1|Прожектор с плавным переключением мощности|190|93214|1090|1020|990||| "MATRIX" <span class=art>арт. 93214</span>|<UL><LI>Мощности от 250 до 500 Вт<LI>Подставка, ручка</UL>||/img/pic/elka/small/PROJECTOR 250-500.jpg|/img/pic/elka/big/PROJECTOR 250-500.jpg
1|Прожектор галогеновый|190|N94611|835|815|790||| "NAVIGATOR" 500 Вт с датчиком движения NFL-SH1-500-R7s/BL черный <span class=art>арт. N94611</span>|||/img/pic/elka/small/Prozector_ART_N94611.jpg|/img/pic/elka/big/Prozector_ART_N94611.jpg

1|Лампа накаливания ЛОН 36, E27, 230V, 36W|273|LON-36-E27| 9.80| 9.20|||Лампы накаливания| ЛОН, цоколь E27 (обычный), 230V|||/img/pic/elka/small/Lampa nakala.jpg|/img/pic/elka/big/Lampa nakala.jpg
0|Лампа накаливания ЛОН 40, E27, 230V, 60W|273|LON-40-E27| 9.80| 9.20|
0|Лампа накаливания ЛОН 60, E27, 230V, 60W|273|LON-60-E27| 9.80| 9.20|
0|Лампа накаливания ЛОН 75, E27, 230V, 75W|273|LON-75-E27| 9.80| 9.20|
0|Лампа накаливания ЛОН 95, E27, 230V, 95W|273|LON-95-E27|11.90|10.90|9.80
1|Патрон карболитовый подвесной           |273|PKPK      | 9.80| 9.20|||Патрон карболитовый подвесной|, цоколь E27 <span class=art>арт. PKPK</span>|||/img/pic/elka/small/e27.jpg|/img/pic/elka/big/jpg

1|Галогенная лампа NAVIGATOR J117&nbsp;мм 230V 500W R7s |220|NAV-117-500 |35|32|27||Лампы галогенные линейные| NAVIGATOR|||/img/pic/elka/small/Lampa NAVIGATOR.jpg|/img/pic/elka/big/Lampa NAVIGATOR.jpg
0|Галогенная лампа NAVIGATOR J189&nbsp;мм 230V 1000W R7s|220|NAV-189-1000|44|41|37
0|Галогенная лампа NAVIGATOR J254&nbsp;мм 230V 1500W R7s|220|NAV-254-1500|75|68|65
#1|Линейная галогенная лампа КОСМОС J117 230V 150W R7s|220||39.00||Лампы галогенные линейные||||/img/pic/elka/small/LAMPA GALOGENN.jpg|/img/pic/elka/big/LAMPA GALOGENN.jpg
#0|Линейная галогенная лампа J78 - 78&nbsp;мм 230V 150W (синяя упаковка)|220||29.00

