1|Удлинитель бытовой 3 х 1.0 х 3 м|232|95736|100||Бытовые электроудлинители| STERN|<br><UL><LI>защита<LI>заземление</UL><p><span class="addt">||/img/pic/elka/small/UDL STERN.jpg|/img/pic/elka/big/UDL STERN.jpg
0|Удлинитель бытовой 3 х 1.5 х 2 м|232|95751|150
0|Удлинитель бытовой 3 х 1.5 х 3 м|232|95746|200


