# [2+51+14+18+45 размер + 3ц А]
# 230,cat230|Свёрла по металлу BERGEN
#1|&nbsp;&nbsp;1.0 мм|230|&#8203;1.0 мм|SMB-0100|  6,90|  6,60|  6,30||allcenter mult2 norow|Свёрла по металлу| BERGEN HSS-TiN DIN 338 /<span class="blue"> BOHRER DIN 338-RN </span>|Спиральные свёрла по металлу с цилиндрическим хвостовиком стандарта <b>DIN 338</b> (аналог <b>ГОСТ 10902-77</b>).</span></p><UL><LI>Изготовлены из быстрорежущей стали (<b>HSS</b>) с покрытием золотистого цвета из нитрида титана (<b>TiN</b>), которое значительно увеличивает срок службы инструмента (в 6 раз по сравнению со сверлами HSS-G).<LI>Титан-нитридное покрытие также уменьшает трение и прилипание материала, обеспечивая легкость реза по металлу и пластику.<LI>Подходит для большинства сортов железа, цветных металлов, легированной и нелегированной стали, кованого чугуна, твердых пластмасс и плексигласа.</UL><p><span class="addt">Цена за 1 шт.||/img/pic/drill/small/smb2v.PNG|/img/pic/drill/big/jpg
 1|&nbsp;&nbsp;1.0 мм|230|&#8203;1.0 мм|SMB-0100|  6,90|  6,60|  6,30||allcenter mult2 norow|Свёрла по металлу| BERGEN HSS-TiN DIN 338|Спиральные свёрла по металлу с цилиндрическим хвостовиком стандарта <b>DIN 338</b> (аналог <b>ГОСТ 10902-77</b>).</span></p><UL><LI>Изготовлены из быстрорежущей стали (<b>HSS</b>) с покрытием золотистого цвета из нитрида титана (<b>TiN</b>), которое значительно увеличивает срок службы инструмента (в 6 раз по сравнению со сверлами HSS-G).<LI>Титан-нитридное покрытие также уменьшает трение и прилипание материала, обеспечивая легкость реза по металлу и пластику.<LI>Подходит для большинства сортов железа, цветных металлов, легированной и нелегированной стали, кованого чугуна, твердых пластмасс и плексигласа.</UL><p><span class="addt">Цена за 1 шт.||/img/pic/drill/small/SVERLA PO METALLU BERGEN.jpg|/img/pic/drill/big/SVERLA PO METALLU BERGEN.jpg
 0|Свёрла по металлу HAGWERT P9M3       11.0 &#215;       142 мм (уп.  5 шт.)|416|       11.0 &#215;       142 мм (уп.  5 шт.)|566110| 998,00| 983,00| 979,00
 0|Свёрла по металлу HAGWERT P9M3       12.0 &#215;       151 мм (уп.  5 шт.)|416|       12.0 &#215;       151 мм (уп.  5 шт.)|566120|1265,00|1250,00|1235,00
 0|Свёрла по металлу HAGWERT P9M3       12.0 &#215;       151 мм (уп.  5 шт.)|416|       12.0 &#215;       151 мм (уп.  5 шт.)|566130|1498,00|1477,00|1458,00
 1|Свёрла по металлу OPTIM        &#8199;3.2 мм                  (уп. 10 шт.)|416| &#8199;3.2 мм                  (уп. 10 шт.)|      |  42,78|  41,14|  40,64||norow ltd|Свёрла по металлу | OPTIM, цилиндрический хвостовик</span><br><span class="title">Промышленная упаковка|</span><b>Цена за упаковку.</b>||/img/pic/drill/small/361040.jpg|/img/pic/drill/big/361040.jpg
 0|Свёрла по металлу OPTIM        &#8199;1.5 мм                  (уп. 10 шт.)|416| &#8199;1.5 мм                  (уп. 10 шт.)|361015|  42,78|  41,14|  40,64
#0|Свёрла по металлу OPTIM        &#8199;3.0 мм                  (уп. 10 шт.)|416| &#8199;3.0 мм                  (уп. 10 шт.)|361030|  80,23|  77,04|  74,90
#0|Свёрла по металлу OPTIM        &#8199;4.0 мм                  (уп. 10 шт.)|416| &#8199;4.0 мм                  (уп. 10 шт.)|361040|  80,23|  77,04|  74,90
 0|Свёрла по металлу OPTIM        &#8199;4.2 мм                  (уп. 10 шт.)|416| &#8199;4.2 мм                  (уп. 10 шт.)|361042|  80,23|  77,04|  74,90
 0|Свёрла по металлу OPTIM        &#8199;4.5 мм                  (уп. 10 шт.)|416| &#8199;4.5 мм                  (уп. 10 шт.)|361045|  80,23|  77,04|  74,90
 0|Свёрла по металлу OPTIM        &#8199;5.0 мм                  (уп. 10 шт.)|416| &#8199;5.0 мм                  (уп. 10 шт.)|361050| 101,63|  98,44|  95,23
 0|Свёрла по металлу OPTIM        &#8199;6.0 мм                  (уп. 10 шт.)|416| &#8199;6.0 мм                  (уп. 10 шт.)|361060| 137,91| 133,75| 130,54
 0|Свёрла по металлу OPTIM        &#8199;8.0 мм                  (уп.  5 шт.)|416| &#8199;8.0 мм                  (уп.  5 шт.)|361080| 159,31| 154,08| 150,87
 0|Свёрла по металлу OPTIM              10.0 мм                  (уп.  5 шт.)|416|       10.0 мм                  (уп.  5 шт.)|361100| 243,96| 237,54| 233,26
 0|Свёрла по металлу OPTIM              11.0 мм                  (уп.  5 шт.)|416|       11.0 мм                  (уп.  5 шт.)|361110| 276,06| 268,57| 262,15
 0|Свёрла по металлу OPTIM              12.0 мм                  (уп.  5 шт.)|416|       12.0 мм                  (уп.  5 шт.)|361120| 394,83| 386,27| 380,92

# 415,cat415|Свёрла по металлу кобальтовые
#1|Сверло по металлу кобальтовое HAGWERT                                            |415|       12.0 &#215;       151 мм             |568020   | 79,00| 71,00| 67,00||norow ltdi two|Твердосплавные свёрла по металлу| HAGWERT "Power-Сobalt" /<span class="blue"> BOHRER </span>|Свёрла по металлу фрезерованные шлифованные.<br>Изготовлены из быстрорежущей стали HSS-G-Co M35 (P6M5K5) с 5% кобальта.||/img/pic/drill/small/cobalt-sverlo.jpg|/img/pic/drill/big/cobalt-sverlo.jpg
 1|Твердосплавные свёрла по металлу                                                 |415|       12.0 &#215;       151 мм             |568020   | 79,00| 71,00| 67,00||norow|| HAGWERT "Power-Сobalt" /<span class="blue">&nbsp;BERGEN&nbsp;Cobalt&nbsp;DIN338 </span>|Свёрла по металлу фрезерованные шлифованные.<br>Изготовлены из быстрорежущей стали HSS-G-Co M35 (P6M5K5) с 5% кобальта.||/img/pic/drill/small/cobalt-sverlo.jpg|/img/pic/drill/big/cobalt-sverlo.jpg
 0|Сверло по металлу кобальтовое HAGWERT &#8199;1.5 &#215;&#8199; 40 мм (уп.  2 шт.)|415| &#8199;1.5 &#215;&#8199; 40 мм (уп.  2 шт.)|568015   | 57,00| 55,00| 53,00
 0|Сверло по металлу кобальтовое HAGWERT &#8199;2.0 &#215;&#8199; 49 мм (уп.  2 шт.)|415| &#8199;2.0 &#215;&#8199; 49 мм (уп.  2 шт.)|568020   | 64,00| 62,00| 60,00
 0|Сверло по металлу кобальтовое HAGWERT &#8199;2.5 &#215;&#8199; 57 мм (уп.  2 шт.)|415| &#8199;2.5 &#215;&#8199; 57 мм (уп.  2 шт.)|568025   | 71,00| 69,00| 67,00
 0|Сверло по металлу кобальтовое HAGWERT &#8199;3.0 &#215;&#8199; 61 мм (уп.  2 шт.)|415| &#8199;3.0 &#215;&#8199; 61 мм (уп.  2 шт.)|568030   | 85,00| 83,00| 81,00
 0|Сверло по металлу кобальтовое BERGEN  &#8199;3.2 мм                              |415| &#8199;3.2 мм, BERGEN                      |CO.B.0320| 42,98| 41,00| 40,00||blue
 0|Сверло по металлу кобальтовое HAGWERT &#8199;3.2 &#215;&#8199; 65 мм (уп.  2 шт.)|415| &#8199;3.2 &#215;&#8199; 65 мм (уп.  2 шт.)|568032   | 95,00| 92,00| 90,00
 0|Сверло по металлу кобальтовое HAGWERT &#8199;3.5 &#215;&#8199; 70 мм (уп.  2 шт.)|415| &#8199;3.5 &#215;&#8199; 70 мм (уп.  2 шт.)|568035   | 97,00| 95,00| 92,00
 0|Сверло по металлу кобальтовое HAGWERT &#8199;4.0 &#215;&#8199; 75 мм             |415| &#8199;4.0 &#215;&#8199; 75 мм             |568040   | 57,00| 55,00| 53,00
 0|Сверло по металлу кобальтовое HAGWERT &#8199;4.2 &#215;&#8199; 75 мм             |415| &#8199;4.2 &#215;&#8199; 75 мм             |568042   | 68,00| 66,00| 63,00
 0|Сверло по металлу кобальтовое HAGWERT &#8199;4.5 &#215;&#8199; 80 мм             |415| &#8199;4.5 &#215;&#8199; 80 мм             |568045   | 71,00| 69,00| 66,00
 0|Сверло по металлу кобальтовое HAGWERT &#8199;4.8 &#215;&#8199; 86 мм             |415| &#8199;4.8 &#215;&#8199; 86 мм             |568048   | 76,00| 73,00| 70,00
 0|Сверло по металлу кобальтовое HAGWERT &#8199;5.0 &#215;&#8199; 86 мм             |415| &#8199;5.0 &#215;&#8199; 86 мм             |568050   | 86,00| 83,00| 80,00
 0|Сверло по металлу кобальтовое BERGEN  &#8199;5.5 мм                              |415| &#8199;5.5 мм, BERGEN                      |CO.B.0550| 99,98| 98,00| 96,00||blue
 0|Сверло по металлу кобальтовое HAGWERT &#8199;5.5 &#215;&#8199; 93 мм             |415| &#8199;5.5 &#215;&#8199; 93 мм             |568055   | 94,00| 92,00| 89,00
 0|Сверло по металлу кобальтовое HAGWERT &#8199;6.0 &#215;&#8199; 93 мм             |415| &#8199;6.0 &#215;&#8199; 93 мм             |568060   |109,00|105,00|102,00
 0|Сверло по металлу кобальтовое HAGWERT &#8199;7.0 &#215;       109 мм             |415| &#8199;7.0 &#215;       109 мм             |568070   |159,00|155,00|152,00
