0|Ѕур SDS Plus 26 &#215; 300, Matrix|293|M+26300| 244,00
0|Ѕур SDS Plus 28 &#215; 300, Matrix|293|M+28300| 333,00
0|Ѕур SDS Plus 28 &#215; 600, Matrix|293|M+28600| 522,00
0|Ѕур SDS Plus 32 &#215; 800, Matrix|293|M+32800| 888,00
#######################################################

1|Ѕур SDS Max 12 &#215; 400|309|MM12400 | 150,00|mult2|Ѕуры по бетону дл€ перфоратора SDS Max| MATRIX|||/img/pic/drill/small/BURY SDS MAX.jpg|/img/pic/drill/big/BURY SDS MAX.jpg
0|Ѕур SDS Max 12 &#215; 600|309|MM12600 | 200,00|
0|Ѕур SDS Max 14 &#215; 300|309|MM14300 | 150,00|
0|Ѕур SDS Max 14 &#215; 600|309|MM14600 | 250,00|
0|Ѕур SDS Max 16 &#215; 300|309|MM16300 | 150,00|
0|Ѕур SDS Max 16 &#215; 400|309|MM16400 | 180,00|
0|Ѕур SDS Max 16 &#215; 600|309|MM16600 | 200,00|
0|Ѕур SDS Max 16 &#215; 800|309|MM16800 | 300,00|
0|Ѕур SDS Max 18 &#215; 800|309|MM18800 | 400,00|
0|Ѕур SDS Max 20 &#215; 600|309|MM20600 | 250,00|blkt
0|Ѕур SDS Max 22 &#215; 400|309|MM22400 | 230,00|
0|Ѕур SDS Max 22 &#215; 600|309|MM22600 | 250,00|
0|Ѕур SDS Max 22 &#215; 800|309|MM22800 | 250,00|
0|Ѕур SDS Max 22 &#215;1000|309|MM221000| 600,00|
1|Ѕур SDS Max 24 &#215; 600|309|MM24600 | 400,00|mult2 next|
0|Ѕур SDS Max 24 &#215; 800|309|MM24800 | 400,00|
0|Ѕур SDS Max 24 &#215;1000|309|MM241000| 600,00|
0|Ѕур SDS Max 26 &#215; 400|309|MM26400 | 300,00|
0|Ѕур SDS Max 26 &#215; 600|309|MM26600 | 400,00|
0|Ѕур SDS Max 28 &#215; 600|309|MM28600 | 500,00|
0|Ѕур SDS Max 28 &#215; 800|309|MM28800 | 600,00|
0|Ѕур SDS Max 28 &#215;1000|309|MM281000| 700,00|
0|Ѕур SDS Max 30 &#215;1000|309|MM301000| 800,00|blkt
0|Ѕур SDS Max 32 &#215; 400|309|MM32400 | 500,00|
0|Ѕур SDS Max 32 &#215; 600|309|MM32600 | 700,00|
0|Ѕур SDS Max 32 &#215; 800|309|MM32800 | 800,00|
0|Ѕур SDS Max 32 &#215;1000|309|MM321000| 900,00|
0|Ѕур SDS Max 35 &#215; 920|309|MM35920 | 900,00|
0|Ѕур SDS Max 40 &#215; 920|309|MM40920 |1400,00|

1|Ѕур SDS Plus  4 &#215; 110, Matrix|311|M+04110|  15,00|mult2|Ѕуры по бетону дл€ перфоратора SDS Plus| MATRIX и SPARTA|||/img/pic/drill/small/BURY SDS PLUS.jpg|/img/pic/drill/big/BURY SDS PLUS.jpg
0|Ѕур SDS Plus  4 &#215; 110, Sparta|311|S+04110|  11,00
0|Ѕур SDS Plus  5 &#215; 110, Matrix|311|M+05110|  15,00
0|Ѕур SDS Plus  6 &#215; 110, Matrix|311|M+06110|  22,00
0|Ѕур SDS Plus  6 &#215; 210, Matrix|311|M+06210|  33,00
0|Ѕур SDS Plus  8 &#215; 110, Matrix|311|M+08110|  33,00
0|Ѕур SDS Plus  8 &#215; 150, Sparta|311|S+08150|  33,00
0|Ѕур SDS Plus  8 &#215; 160, Matrix|311|M+08160|  33,00
0|Ѕур SDS Plus  8 &#215; 210, Matrix|311|M+08210|  35,00
0|Ѕур SDS Plus  8 &#215; 300, Matrix|311|M+08300|  44,00
0|Ѕур SDS Plus 10 &#215; 110, Matrix|311|M+10110|  33,00|blkt
0|Ѕур SDS Plus 10 &#215; 160, Matrix|311|M+10160|  35,00
0|Ѕур SDS Plus 10 &#215; 210, Matrix|311|M+10210|  44,00
0|Ѕур SDS Plus 10 &#215; 210, Sparta|311|S+10210|  44,00
0|Ѕур SDS Plus 10 &#215; 300, Sparta|311|S+10300|  50,00
0|Ѕур SDS Plus 12 &#215; 150, Sparta|311|S+12150|  50,00
0|Ѕур SDS Plus 12 &#215; 210, Sparta|311|S+12210|  50,00
0|Ѕур SDS Plus 12 &#215; 300, Matrix|311|M+12300|  55,00
0|Ѕур SDS Plus 12 &#215; 300, Sparta|311|S+12300|  55,00
0|Ѕур SDS Plus 12 &#215; 400, Matrix|311|M+12400|  55,00
1|Ѕур SDS Plus 14 &#215; 160, Matrix|311|M+14160|  55,00|mult2 next|
0|Ѕур SDS Plus 14 &#215; 210, Matrix|311|M+14210|  55,00
0|Ѕур SDS Plus 14 &#215; 300, Matrix|311|M+14300|  88,00
0|Ѕур SDS Plus 14 &#215; 600, Matrix|311|M+14600| 155,00
0|Ѕур SDS Plus 14 &#215; 800, Matrix|311|M+14800| 200,00
0|Ѕур SDS Plus 16 &#215; 300, Sparta|311|S+16300|  99,00
0|Ѕур SDS Plus 16 &#215; 400, Matrix|311|M+16400|  99,00
0|Ѕур SDS Plus 16 &#215; 600, Matrix|311|M+16600| 140,00
0|Ѕур SDS Plus 16 &#215; 800, Matrix|311|ћ+16800| 240,00
0|Ѕур SDS Plus 18 &#215; 300, Sparta|311|S+18300| 133,00
0|Ѕур SDS Plus 18 &#215; 400, Matrix|311|M+18400| 122,00
0|Ѕур SDS Plus 22 &#215; 400, Matrix|311|ћ+22400| 144,00|blkt
0|Ѕур SDS Plus 24 &#215; 300, Matrix|311|M+24300| 155,00
0|Ѕур SDS Plus 24 &#215; 300, Sparta|311|S+24300| 155,00
0|Ѕур SDS Plus 24 &#215; 400, Matrix|311|M+24400| 122,00
0|Ѕур SDS Plus 26 &#215; 300, Matrix|311|M+26300| 200,00
0|Ѕур SDS Plus 28 &#215; 300, Matrix|311|M+28300| 288,00
0|Ѕур SDS Plus 28 &#215; 600, Matrix|311|M+28600| 440,00
0|Ѕур SDS Plus 32 &#215; 800, Matrix|311|M+32800| 770,00
