# 504,cat504|Смазка для буров
#1|Смазка для буров|504|196804-7|209|204|198||norow|| Makita 196804-7, 100&thinsp;г (95&thinsp;мл) <span class=art>арт. 196804-7</span>|Предназначена для нанесения на хвостовик бура (долота, зубила и т.п.) перед установкой в перфоратор или отбойный молоток.</span></p><UL><LI>снижает температуру и износ деталей<LI>уменьшает попадание пыли внутрь инструмента<LI>продлевает срок службы инструмента</UL><p><span class="addt">||/img/pic/drill/small/m196804-7.jpg|/img/pic/drill/big/m196804-7.jpg
#0|Смазка для буров|504|196804-7|209|204|198||

# 357,cat357|Буры Проломные для перфоратора SDS Max BERGEN
1|Бур SDS Max 10 &#215; 400                    |357|BPR456| 5690| 5620| 5555||norow|Буры проломные для перфоратора SDS Max| BERGEN|Буры проломные используются для просверливания отверстий больших диаметров и для проделывания проемов в твердых материалах (бетон, кирпич, камень и т.п.)||/img/pic/drill/small/BUR PROLOMNOY.jpg|/img/pic/drill/big/BUR PROLOMNOY.jpg
0|Бур SDS Max BERGEN проломной 45 &#215; 600 мм|357|BPR456| 5690| 5620| 5555||
0|Бур SDS Max BERGEN проломной 45 &#215;1000 мм|357|BPR451| 6990| 6920| 6850||
0|Бур SDS Max BERGEN проломной 55 &#215; 600 мм|357|BPR556| 5990| 5920| 5860||blkt2
0|Бур SDS Max BERGEN проломной 55 &#215;1000 мм|357|BPR551| 7920| 7860| 7780||
0|Бур SDS Max BERGEN проломной 68 &#215; 400 мм|357|BPR684| 6390| 6310| 6230||blkt2
0|Бур SDS Max BERGEN проломной 68 &#215; 600 мм|357|BPR686| 7590| 7510| 7440||
0|Бур SDS Max BERGEN проломной 68 &#215; 800 мм|357|BPR688| 9390| 9310| 9240||
0|Бур SDS Max BERGEN проломной 68 &#215;1000 мм|357|BPR681|10390|10290|10120||
0|Бур SDS Max BERGEN проломной 80 &#215; 600 мм|357|BPR806| 9550| 9470| 9360|| blkt2
0|Бур SDS Max BERGEN проломной 80 &#215;1000 мм|357|BPR801|12350|12230|12120||

# [2+51+14+18+45 размер + 3ц А]
# 48,cat48|Буры BERGEN Max
 1|Бур по бетону SDS Max 10 &#215; 310 мм, BERGEN|48|10 &#215; 310 мм|BM10400 | 439,00| 425,00| 416,00||blue norow mult2|Буры по бетону для перфоратора SDS Max| BERGEN|||/img/pic/drill/small/BURY SDS MAX.jpg|/img/pic/drill/big/BURY SDS MAX.jpg
 0|Бур SDS PLUS 16       &#215;&numsp;350 мм, BERGEN  |47|16       &#215;&numsp;350 мм|B+16350 | 215,95| 211,93| 206,91|
 0|Бур SDS PLUS 16       &#215;&numsp;450 мм, BERGEN  |47|16       &#215;&numsp;450 мм|B+16450 | 290,27| 283,24| 278,22|
 0|Бур SDS PLUS 16       &#215;&numsp;600 мм, BERGEN  |47|16       &#215;&numsp;600 мм|B+16600 | 399,75| 388,70| 376,65|
 0|Бур SDS PLUS 16       &#215;1000       мм, BERGEN  |47|16       &#215;1000       мм|B+161000| 780,42| 769,37| 756,31|
 0|Бур SDS PLUS 18       &#215;&numsp;260 мм, BERGEN  |47|18       &#215;&numsp;260 мм|В+18260 | 256,12| 252,10| 247,08||blkt2
 0|Бур SDS PLUS 18       &#215;&numsp;310 мм, BERGEN  |47|18       &#215;&numsp;310 мм|B+18310 | 285,25| 282,24| 276,21|
 0|Бур SDS PLUS 18       &#215;&numsp;350 мм, BERGEN  |47|18       &#215;&numsp;350 мм|B+18350 | 299,31| 293,28| 288,26|
 0|Бур SDS PLUS 18       &#215;&numsp;460 мм, BERGEN  |47|18       &#215;&numsp;460 мм|B+18460 | 367,61| 360,58| 352,54|
 0|Бур SDS PLUS 18       &#215;&numsp;600 мм, BERGEN  |47|18       &#215;&numsp;600 мм|B+18600 | 490,15| 479,10| 468,05|
 0|Бур SDS PLUS 18       &#215;&numsp;800 мм, BERGEN  |47|18       &#215;&numsp;800 мм|B+18800 | 791,47| 780,42| 769,37|
 0|Бур SDS PLUS 18       &#215;1000       мм, BERGEN  |47|18       &#215;1000       мм|B+181000|1002,39| 992,35| 981,30|
 0|Бур SDS PLUS 20       &#215;&numsp;210 мм, BERGEN  |47|20       &#215;&numsp;210 мм|B+20210 | 256,12| 253,11| 249,09||blkt
 0|Бур SDS PLUS 20       &#215;&numsp;310 мм, BERGEN  |47|20       &#215;&numsp;310 мм|B+20310 | 345,51| 337,48| 332,46|
 0|Бур SDS PLUS 20       &#215;&numsp;350 мм, BERGEN  |47|20       &#215;&numsp;350 мм|B+20350 | 399,75| 389,71| 378,66|
 0|Бур SDS PLUS 20       &#215;&numsp;460 мм, BERGEN  |47|20       &#215;&numsp;460 мм|B+20460 | 479,10| 468,05| 457,00|
 0|Бур SDS PLUS 20       &#215;&numsp;600 мм, BERGEN  |47|20       &#215;&numsp;600 мм|B+20600 | 600,63| 586,57| 576,53|
 0|Бур SDS PLUS 20       &#215;&numsp;800 мм, BERGEN  |47|20       &#215;&numsp;800 мм|B+20800 |1002,39| 992,35| 981,30|
 0|Бур SDS PLUS 20       &#215;1000       мм, BERGEN  |47|20       &#215;1000       мм|B+201000|1275,59|1260,52|1249,47|
 0|Бур SDS PLUS 22       &#215;&numsp;260 мм, BERGEN  |47|22       &#215;&numsp;260 мм|B+22260 | 378,66| 373,64| 367,61||blkt2
 0|Бур SDS PLUS 22       &#215;&numsp;350 мм, BERGEN  |47|22       &#215;&numsp;350 мм|B+22350 | 490,15| 479,10| 468,05|
 0|Бур SDS PLUS 22       &#215;&numsp;460 мм, BERGEN  |47|22       &#215;&numsp;460 мм|B+22460 | 547,40| 537,35| 524,30|
 0|Бур SDS PLUS 24       &#215;&numsp;350 мм, BERGEN  |47|24       &#215;&numsp;350 мм|B+24350 | 517,27| 508,23| 500,19||blkt2
 0|Бур SDS PLUS 24       &#215;&numsp;600 мм, BERGEN  |47|24       &#215;&numsp;600 мм|B+24600 | 479,10| 468,05| 457,00|
 0|Бур SDS PLUS 25       &#215;&numsp;260 мм, BERGEN  |47|25       &#215;&numsp;260 мм|B+25260 | 468,05| 457,00| 445,95||blkt2
 0|Бур SDS PLUS 25       &#215;&numsp;460 мм, BERGEN  |47|25       &#215;&numsp;460 мм|B+25460 | 691,03| 676,97| 666,92|
 0|Бур SDS PLUS 25       &#215;&numsp;600 мм, BERGEN  |47|25       &#215;&numsp;600 мм|B+25600 | 791,47| 780,42| 769,37|
 0|Бур SDS PLUS 25       &#215;&numsp;800 мм, BERGEN  |47|25       &#215;&numsp;800 мм|B+25800 |1094,80|1074,71|1054,62|
 0|Бур SDS PLUS 25       &#215;1000       мм, BERGEN  |47|25       &#215;1000       мм|B+251000|1687,39|1667,30|1647,22|
 0|Бур SDS PLUS 26       &#215;&numsp;260 мм, BERGEN  |47|26       &#215;&numsp;260 мм|B+26260 | 557,44| 547,40| 535,35||blkt2
 0|Бур SDS PLUS 26       &#215;&numsp;460 мм, BERGEN  |47|26       &#215;&numsp;460 мм|B+26460 | 992,35| 981,30| 970,25|
 0|Бур SDS PLUS 26       &#215;1000       мм, BERGEN  |47|26       &#215;1000       мм|B+261000|2254,88|2231,78|2197,63|
 0|Бур SDS PLUS 32       &#215;&numsp;460 мм, BERGEN  |47|32       &#215;&numsp;460 мм|B+32460 |1285,63|1265,54|1255,50||blkt
 0|Бур SDS PLUS 32       &#215;&numsp;600 мм, BERGEN  |47|32       &#215;&numsp;600 мм|B+32600 |1667,30|1652,24|1627,13|
 0|Бур SDS PLUS 32       &#215;&numsp;800 мм, BERGEN  |47|32       &#215;&numsp;800 мм|B+32800 |2207,67|2175,53|2149,42|
 0|Бур SDS PLUS 32       &#215;1000       мм, BERGEN  |47|32       &#215;1000       мм|B+321000|2900,71|2878,61|2845,47|
 0|&nbsp;|47|&nbsp;|&nbsp;|&nbsp;|&nbsp;|&nbsp;||empty blkt2
 0|&nbsp;|47|&nbsp;|&nbsp;|&nbsp;|&nbsp;|&nbsp;||empty
 0|&nbsp;|47|&nbsp;|&nbsp;|&nbsp;|&nbsp;|&nbsp;||empty
 0|&nbsp;|47|&nbsp;|&nbsp;|&nbsp;|&nbsp;|&nbsp;||empty
 0|&nbsp;|47|&nbsp;|&nbsp;|&nbsp;|&nbsp;|&nbsp;||empty
 0|&nbsp;|47|&nbsp;|&nbsp;|&nbsp;|&nbsp;|&nbsp;||empty
 0|&nbsp;|47|&nbsp;|&nbsp;|&nbsp;|&nbsp;|&nbsp;||empty

# 468,cat468|Буры по бетону для перфоратора SDS Plus OPTIM
#1|Бур SDS PLUS &numsp;5 &#215;&numsp;160 мм, OPTIM  |468|&numsp;5 &#215;&numsp;160 мм|790511| 44,50| 42,79| 41,45||mult2 norow|Буры по бетону для перфоратора SDS Plus| OPTIM&nbsp;/<span class="blue">&nbsp;HAGWERT </span>|||/img/pic/drill/small/BURY SDS PLUS.jpg|/img/pic/drill/big/BURY SDS PLUS.jpg
 1|Бур SDS PLUS &numsp;5 &#215;&numsp;160 мм, OPTIM  |468|&numsp;5 &#215;&numsp;160 мм|790511| 44,50| 42,79| 41,45||mult2 norow|Буры по бетону для перфоратора SDS Plus| OPTIM|||/img/pic/drill/small/BURY SDS PLUS.jpg|/img/pic/drill/big/BURY SDS PLUS.jpg
 0|Бур SDS PLUS &numsp;5 &#215;&numsp;110 мм, OPTIM  |468|&numsp;5 &#215;&numsp;110 мм|790511| 39,98| 38,00| 37,00||
 0|Бур SDS PLUS &numsp;6 &#215;&numsp;110 мм, OPTIM  |468|&numsp;6 &#215;&numsp;110 мм|790611| 26,98| 26,45| 26,15||blkt2 red
 0|Бур SDS PLUS &numsp;6 &#215;&numsp;160 мм, OPTIM  |468|&numsp;6 &#215;&numsp;160 мм|790616| 42,98| 41,00| 40,00||
 0|Бур SDS PLUS &numsp;6 &#215;&numsp;210 мм, OPTIM  |468|&numsp;6 &#215;&numsp;210 мм|790621| 58,98| 57,00| 56,00||
 0|Бур SDS PLUS &numsp;6 &#215;&numsp;260 мм, OPTIM  |468|&numsp;6 &#215;&numsp;260 мм|790626| 72,98| 70,00| 69,00||
 0|Бур SDS PLUS &numsp;6 &#215;&numsp;310 мм, OPTIM  |468|&numsp;6 &#215;&numsp;310 мм|790631| 89,98| 86,00| 85,00||
 0|Бур SDS PLUS &numsp;8 &#215;&numsp;110 мм, OPTIM  |468|&numsp;8 &#215;&numsp;110 мм|790811| 41,98| 40,00| 39,00||blkt2
 0|Бур SDS PLUS &numsp;8 &#215;&numsp;160 мм, OPTIM  |468|&numsp;8 &#215;&numsp;160 мм|790816| 49,98| 47,00| 46,00||
 0|Бур SDS PLUS &numsp;8 &#215;&numsp;210 мм, OPTIM  |468|&numsp;8 &#215;&numsp;210 мм|790821| 59,98| 57,00| 56,00||
 0|Бур SDS PLUS &numsp;8 &#215;&numsp;260 мм, OPTIM  |468|&numsp;8 &#215;&numsp;260 мм|790826| 72,98| 70,00| 69,00||
 0|Бур SDS PLUS &numsp;8 &#215;&numsp;310 мм, OPTIM  |468|&numsp;8 &#215;&numsp;310 мм|790831| 93,98| 90,00| 89,00||
 0|Бур SDS PLUS 10       &#215;&numsp;110 мм, OPTIM  |468|10       &#215;&numsp;110 мм|791011| 52,98| 51,00| 50,00||blkt2
 0|Бур SDS PLUS 10       &#215;&numsp;160 мм, OPTIM  |468|10       &#215;&numsp;160 мм|791016| 55,98| 53,00| 51,00||
 0|Бур SDS PLUS 10       &#215;&numsp;210 мм, OPTIM  |468|10       &#215;&numsp;210 мм|791021| 70,98| 68,00| 67,00||
 0|Бур SDS PLUS 10       &#215;&numsp;260 мм, OPTIM  |468|10       &#215;&numsp;260 мм|791026| 75,98| 73,00| 71,00||
 0|Бур SDS PLUS 10       &#215;&numsp;310 мм, OPTIM  |468|10       &#215;&numsp;310 мм|791031| 82,98| 80,00| 78,00||
 0|Бур SDS PLUS 10       &#215;&numsp;350 мм, OPTIM  |468|10       &#215;&numsp;350 мм|791035|123,98|120,00|117,00||
 0|Бур SDS PLUS 10       &#215;&numsp;460 мм, OPTIM  |468|10       &#215;&numsp;460 мм|791046|126,98|122,00|119,00||
 0|Бур SDS PLUS 10       &#215;&numsp;600 мм, OPTIM  |468|10       &#215;&numsp;600 мм|791060|142,98|139,00|136,00||
 1|Бур SDS PLUS 10       &#215;&numsp;160 мм, OPTIM  |468| 0       &#215;&numsp;160 мм|791216| 70,98| 68,00| 67,00||mult2 next norow
 0|Бур SDS PLUS 12       &#215;&numsp;160 мм, OPTIM  |468|12       &#215;&numsp;160 мм|791216| 70,98| 68,00| 67,00||
 0|Бур SDS PLUS 12       &#215;&numsp;210 мм, OPTIM  |468|12       &#215;&numsp;210 мм|791221| 79,98| 77,00| 76,00||
 0|Бур SDS PLUS 12       &#215;&numsp;260 мм, OPTIM  |468|12       &#215;&numsp;260 мм|791226| 83,98| 80,00| 79,00||
 0|Бур SDS PLUS 12       &#215;&numsp;310 мм, OPTIM  |468|12       &#215;&numsp;310 мм|791231| 85,98| 83,00| 82,00||
 0|Бур SDS PLUS 12       &#215;&numsp;350 мм, OPTIM  |468|12       &#215;&numsp;350 мм|791235|133,00|131,00|128,00||
 0|Бур SDS PLUS 12       &#215;&numsp;460 мм, OPTIM  |468|12       &#215;&numsp;460 мм|791246|139,00|134,00|131,00||
 0|Бур SDS PLUS 14       &#215;&numsp;210 мм, OPTIM  |468|14       &#215;&numsp;210 мм|791421| 89,98| 86,00| 85,00||blkt2
 0|Бур SDS PLUS 14       &#215;&numsp;260 мм, OPTIM  |468|14       &#215;&numsp;260 мм|791426|122,98|119,00|116,00||
 0|Бур SDS PLUS 14       &#215;&numsp;310 мм, OPTIM  |468|14       &#215;&numsp;310 мм|791431|106,98|103,00|101,00||
 0|Бур SDS PLUS 14       &#215;&numsp;600 мм, OPTIM  |468|14       &#215;&numsp;600 мм|791460|217,98|211,00|205,00||
 0|Бур SDS PLUS 16       &#215;&numsp;210 мм, OPTIM  |468|16       &#215;&numsp;210 мм|791621|104,98|101,00| 98,00||blkt2
 0|Бур SDS PLUS 18       &#215;&numsp;600 мм, OPTIM  |468|18       &#215;&numsp;600 мм|791860|344,98|335,00|328,00||blkt2
 0|Бур SDS PLUS 20       &#215;&numsp;410 мм, OPTIM  |468|20       &#215;&numsp;410 мм|792041|309,98|303,00|298,00||blkt2
 0|Бур SDS PLUS 20       &#215;&numsp;460 мм, OPTIM  |468|20       &#215;&numsp;460 мм|792046|314,98|305,00|301,00||
 0|Бур SDS PLUS 20       &#215;&numsp;600 мм, OPTIM  |468|20       &#215;&numsp;600 мм|792060|377,98|367,00|358,00||
 0|Бур SDS PLUS 22       &#215;&numsp;260 мм, OPTIM  |468|22       &#215;&numsp;260 мм|792226|238,98|232,00|227,00||blkt2
 0|Бур SDS PLUS 28       &#215;&numsp;600 мм, OPTIM  |468|28       &#215;&numsp;600 мм|792860|798,98|783,00|777,00||blkt2
 0|&nbsp;|468|&nbsp;|&nbsp;|&nbsp;|&nbsp;|&nbsp;||blkt2 empty
 0|&nbsp;|468|&nbsp;|&nbsp;|&nbsp;|&nbsp;|&nbsp;||empty
#0|Бур SDS PLUS 16       &#215;&numsp;210 мм, OPTIM  |468|16       &#215;&numsp;210 мм|791621|125.00|119.00|115.00||blkt2

#0|Бур SDS PLUS &numsp;8 &#215;&numsp;600 мм, OPTIM  |468|&numsp;8 &#215;&numsp;600 мм|790860|135.00|129.00|125.00||
#0|Бур SDS PLUS 10       &#215;&numsp;460 мм, OPTIM  |468|10       &#215;&numsp;460 мм|791046|128.00|122.00|119.00||
#0|Бур SDS PLUS 12       &#215;&numsp;160 мм, OPTIM  |468|12       &#215;&numsp;160 мм|791216| 64.00| 61.00| 57.00||
#0|Бур SDS PLUS 12       &#215;&numsp;210 мм, OPTIM  |468|12       &#215;&numsp;210 мм|791221| 78.00| 75.00| 72.00||
#0|Бур SDS PLUS 12       &#215;&numsp;260 мм, OPTIM  |468|12       &#215;&numsp;260 мм|791226| 95.00| 91.00| 88.00||
#0|Бур SDS PLUS 12       &#215;1000       мм, OPTIM  |468|12       &#215;1000       мм|791210|425.00|410.00|395.00||
#0|Бур SDS PLUS 18       &#215;&numsp;310 мм, OPTIM  |468|18       &#215;&numsp;310 мм|791831|209.00|198.00|193.00||blkt2
#0|Бур SDS PLUS 18       &#215;&numsp;410 мм, OPTIM  |468|18       &#215;&numsp;410 мм|791841|265.00|255.00|245.00||
#0|Бур SDS PLUS 18       &#215;&numsp;600 мм, OPTIM  |468|18       &#215;&numsp;600 мм|791860|345.00|335.00|328.00||

## 414,cat414|Буры по бетону для перфоратора SDS Plus HAGWERT! BOHRER,
 1|Бур                                                            |414|      10 &#215; 210 мм|        |105,00|101,00| 98,00||mult2 norow|Буры по бетону для перфоратора SDS Plus| HAGWERT|</span></p><UL><LI>Универсальное сверло-бур с хвостовиком SDS+ для ударного сверления любых типов бетона, камня, кирпичной кладки.<LI>Наконечник - шлифованная пластина из высококачественного твердого сплава хромовой стали и карбида YG8C.<LI>Спираль S4 обеспечивает устойчивость бура к вибрациям и с наименьшими потерями передает энергию ударной силы перфоратора к режущей кромке бура.<LI>Ассиметричная конструкция для ускоренного отвода шлама, твёрдосплавный сердечник.</UL><p><span class="addt">||/img/pic/drill/small/bury-hagwert.jpg|/img/pic/drill/big/bury-hagwert.jpg
 0|Бур по бетону SDS+ &numsp;5 &#215;&numsp;110 мм HAGWERT        |414|&numsp;5 &#215; 110 мм|  562002| 51,98| 50,00| 49,00||
~0|Бур по бетону SDS+ &numsp;5 &#215;&numsp;160 мм HAGWERT        |414|&numsp;5 &#215; 160 мм|  562003| 55,34| 53,00| 52,00||
 0|Бур по бетону SDS+ &numsp;6 &#215;&numsp;110 мм HAGWERT        |414|&numsp;6 &#215; 110 мм|  562005| 47,56| 45,00| 44,00||blkt2
 0|Бур по бетону SDS+ &numsp;6 &#215;&numsp;160 мм HAGWERT        |414|&numsp;6 &#215; 160 мм|  562006| 49,98| 47,00| 46,00||
 0|Бур по бетону SDS+ &numsp;6 &#215;&numsp;210 мм HAGWERT        |414|&numsp;6 &#215; 210 мм|  562007| 69,98| 67,00| 66,00||
 0|Бур по бетону SDS+ &numsp;6 &#215;&numsp;260 мм HAGWERT        |414|&numsp;6 &#215; 260 мм|  562066| 86,98| 83,00| 81,00||
 0|Бур по бетону SDS+ &numsp;8 &#215;&numsp;110 мм HAGWERT        |414|&numsp;8 &#215; 110 мм|  562008| 59,98| 57,00| 55,00||blkt2 red
 0|Бур по бетону SDS+ &numsp;8 &#215;&numsp;160 мм HAGWERT        |414|&numsp;8 &#215; 160 мм|  562009| 62,98| 61,00| 60,00||
 0|Бур по бетону SDS+ &numsp;8 &#215;&numsp;210 мм HAGWERT        |414|&numsp;8 &#215; 210 мм|  562008| 74,98| 72,00| 70,00||
 0|Бур по бетону SDS+ &numsp;8 &#215;&numsp;260 мм HAGWERT        |414|&numsp;8 &#215; 260 мм|  562011| 89,98| 86,00| 83,00||
 0|Бур по бетону SDS+ &numsp;8 &#215;&numsp;310 мм HAGWERT        |414|&numsp;8 &#215; 310 мм|  562012|112,98|109,00|104,00||
 0|Бур по бетону SDS+ &numsp;8 &#215;&numsp;460 мм HAGWERT        |414|&numsp;8 &#215; 460 мм|  562014|148,98|145,00|142,00||
 0|Бур по бетону SDS+ &numsp;8 &#215;&numsp;600 мм HAGWERT        |414|&numsp;8 &#215; 600 мм|  562015|218,98|214,00|210,00||
 0|Бур по бетону SDS+       10 &#215;&numsp;110 мм HAGWERT        |414|      10 &#215; 110 мм|  562017| 63,98| 62,00| 60,00||blkt2
 0|Бур по бетону SDS+       10 &#215;&numsp;160 мм HAGWERT        |414|      10 &#215; 160 мм|  562018| 69,98| 67,00| 65,00||
 0|Бур по бетону SDS+       10 &#215;&numsp;210 мм HAGWERT        |414|      10 &#215; 210 мм|  562019| 88,98| 86,00| 83,00||
 0|Бур по бетону SDS+       10 &#215;&numsp;260 мм HAGWERT        |414|      10 &#215; 260 мм|  562020|105,98|102,00| 99,00||
 0|Бур по бетону SDS+       10 &#215;&numsp;310 мм HAGWERT        |414|      10 &#215; 310 мм|  562021|109,98|105,00|102,00||
~0|Бур по бетону SDS+       10 &#215;&numsp;350 мм HAGWERT        |414|      10 &#215; 350 мм|  562022|147,98|144,00|141,00||
~0|Бур по бетону SDS+       10 &#215;&numsp;460 мм HAGWERT        |414|      10 &#215; 460 мм|  562023|152,98|150,00|148,00||
~0|Бур по бетону SDS+       10 &#215;&numsp;460 мм HAGWERT        |414|      10 &#215; 460 мм|  562025|358,98|352,00|346,00||
 1|Бур по бетону SDS+       12 &#215;&numsp;210 мм HAGWERT        |414|      12 &#215; 210 мм|  562028| 93,98| 91,00| 89,00||mult2 next
 0|Бур по бетону SDS+       12 &#215;&numsp;260 мм HAGWERT        |414|      12 &#215; 260 мм|  562029|106,98|103,00|101,00||
 0|Бур по бетону SDS+       12 &#215;&numsp;310 мм HAGWERT        |414|      12 &#215; 310 мм|  562030|109,98|105,00|102,00||
 0|Бур по бетону SDS+       12 &#215;&numsp;350 мм HAGWERT        |414|      12 &#215; 350 мм|  562031|136,98|132,00|130,00||
 0|Бур по бетону SDS+       12 &#215;1000       мм HAGWERT        |414|      12&#215;1000  мм|  562026|488,98|477,00|468,00||
 0|Бур по бетону SDS+       14 &#215;&numsp;210 мм HAGWERT        |414|      14 &#215; 210 мм|  562036|119,98|115,00|112,00||blkt2
 0|Бур по бетону SDS+       14 &#215;&numsp;260 мм HAGWERT        |414|      14 &#215; 260 мм|  562037|149,98|146,00|142,00||
 0|Бур по бетону SDS+       14 &#215;&numsp;310 мм HAGWERT        |414|      14 &#215; 310 мм|  562038|144,98|141,00|139,00||
 0|Бур по бетону SDS+       14 &#215;&numsp;460 мм HAGWERT        |414|      14 &#215; 460 мм|  562039|255,98|248,00|243,00||
~0|Бур по бетону SDS+       14 &#215;&numsp;600 мм HAGWERT        |414|      14 &#215; 600 мм|  562040|268,98|263,00|258,00||
 0|Бур по бетону SDS+       16 &#215;&numsp;210 мм HAGWERT        |414|      16 &#215; 210 мм|  562043|128,98|126,00|122,00||blkt2
 0|Бур по бетону SDS+       16 &#215;&numsp;310 мм HAGWERT        |414|      16 &#215; 310 мм|  562044|168,98|164,00|161,00||
 0|Бур по бетону SDS+       16 &#215;&numsp;460 мм HAGWERT        |414|      16 &#215; 460 мм|  562045|278,98|268,00|263,00||
 0|Бур по бетону SDS+       16 &#215;&numsp;600 мм HAGWERT        |414|      16 &#215; 600 мм|  562046|318,98|315,00|313,00||
 0|Бур по бетону SDS+       18 &#215;&numsp;310 мм HAGWERT        |414|      18 &#215; 310 мм|  562049|249,98|242,00|238,00||blkt2
 0|Бур по бетону SDS+       18 &#215;&numsp;600 мм HAGWERT        |414|      18 &#215; 600 мм|  562051|409,98|403,00|399,00||
~0|Бур по бетону SDS+       20 &#215;&numsp;460 мм HAGWERT        |414|      20 &#215; 460 мм|  562055|258,98|252,00|246,00||blkt2
 0|Бур по бетону SDS+       22 &#215;&numsp;460 мм HAGWERT        |414|      22 &#215; 460 мм|  562059|449,98|440,00|435,00||blkt2
 0|&nbsp;|414|&nbsp;|&nbsp;|&nbsp;|&nbsp;|&nbsp;||blkt2 empty
 0|&nbsp;|414|&nbsp;|&nbsp;|&nbsp;|&nbsp;|&nbsp;||empty
 0|&nbsp;|414|&nbsp;|&nbsp;|&nbsp;|&nbsp;|&nbsp;||empty

#1|Бур                                                            |414|      10 &#215; 210 мм|        | 50,18| 47,41| 45,20||mult2 next norow
# bpbohrers.jpg bpbohrers2.jpg
#1|Бур SDS Plus &nbsp; 5 &#215; 160|414|590611||105,00|101,00| 98,00||mult2 norow ltdi two|Буры по бетону для перфоратора SDS Plus| BOHRER СТАНДАРТ /<span class="blue"> HAGWERT </span>|</span></p><UL><LI>Универсальное сверло-бур с хвостовиком SDS+ для ударного сверления любых типов бетона, камня, кирпичной кладки.<LI>Наконечник - шлифованная пластина из высококачественного твердого сплава хромовой стали и карбида YG8C.<LI>Спираль S4 обеспечивает устойчивость бура к вибрациям и с наименьшими потерями передает энергию ударной силы перфоратора к режущей кромке бура.<LI>Ассиметричная конструкция для ускоренного отвода шлама, твёрдосплавный сердечник.</UL><p><span class="addt">||/img/pic/drill/small/bury-hagwert.jpg|/img/pic/drill/big/bury-hagwert.jpg
#1|Бур SDS Plus &nbsp; 5 &#215; 160|414|590611||105,00|101,00| 98,00||mult2 norow|Буры по бетону для перфоратора SDS Plus| BOHRER СТАНДАРТ|</span></p><UL><LI>Универсальное сверло-бур с хвостовиком SDS+ для ударного сверления любых типов бетона, камня, кирпичной кладки.<LI>Наконечник - шлифованная пластина из высококачественного твердого сплава хромовой стали и карбида YG8C.<LI>Спираль S4 обеспечивает устойчивость бура к вибрациям и с наименьшими потерями передает энергию ударной силы перфоратора к режущей кромке бура.<LI>Ассиметричная конструкция для ускоренного отвода шлама, твёрдосплавный сердечник.</UL><p><span class="addt">||/img/pic/drill/small/bohrer-std.jpg|/img/pic/drill/big/bohrer-std.jpg
#0|Бур по бетону SDS+ &numsp;5 &#215;&numsp;110 мм BOHRER СТАНДАРТ|414|&numsp;5 &#215; 110 мм|30105110| 36,04| 34,18| 31,97||
#0|Бур по бетону SDS+ &numsp;6 &#215;&numsp;110 мм BOHRER СТАНДАРТ|414|&numsp;6 &#215; 110 мм|30106110| 36,04| 34,18| 33,02|| blkt2
#0|Бур по бетону SDS+ &numsp;6 &#215;&numsp;160 мм BOHRER СТАНДАРТ|414|&numsp;6 &#215; 160 мм|30106160| 40,35| 39,08| 37,21||
#0|Бур по бетону SDS+ &numsp;6 &#215;&numsp;210 мм BOHRER СТАНДАРТ|414|&numsp;6 &#215; 210 мм|30106210| 48,00| 45,20| 43,00||
#0|Бур по бетону SDS+ &numsp;8 &#215;&numsp;110 мм BOHRER СТАНДАРТ|414|&numsp;8 &#215; 110 мм|30108110| 40,35| 38,59| 36,38|| blkt2
#0|Бур по бетону SDS+ &numsp;8 &#215;&numsp;160 мм BOHRER СТАНДАРТ|414|&numsp;8 &#215; 160 мм|30108160| 44,72| 43,00| 40,79||
#0|Бур по бетону SDS+ &numsp;8 &#215;&numsp;210 мм BOHRER СТАНДАРТ|414|&numsp;8 &#215; 210 мм|30108210| 58,92| 56,23| 54,02||
#0|Бур по бетону SDS+ &numsp;8 &#215;&numsp;310 мм BOHRER СТАНДАРТ|414|&numsp;8 &#215; 310 мм|30108310| 86,22| 82,69| 79,38||
#0|Бур по бетону SDS+       10 &#215;&numsp;110 мм BOHRER СТАНДАРТ|414|      10 &#215; 110 мм|30110110| 44,72| 44,05| 42,95|| blkt2
#1|Бур                                                            |414|      10 &#215; 210 мм|30110160| 50,18| 47,41| 45,20||mult2 norow ltdi next
#0|Бур по бетону SDS+       10 &#215;&numsp;160 мм BOHRER СТАНДАРТ|414|      10 &#215; 160 мм|30110160| 50,18| 47,41| 45,20||
#0|Бур по бетону SDS+       10 &#215;&numsp;210 мм BOHRER СТАНДАРТ|414|      10 &#215; 210 мм|30110210| 61,10| 58,43| 55,13||
#0|Бур по бетону SDS+       10 &#215;&numsp;310 мм BOHRER СТАНДАРТ|414|      10 &#215; 310 мм|30110310| 89,54| 87,10| 84,89||
#0|Бур по бетону SDS+       10 &#215;&numsp;350 мм BOHRER СТАНДАРТ|414|      10 &#215; 350 мм|30110350| 96,04| 94,82| 93,71||
#0|Бур по бетону SDS+       12 &#215;&numsp;160 мм BOHRER СТАНДАРТ|414|      12 &#215; 160 мм|30112160| 55,64| 63,95| 61,74|| blkt2
#0|Бур по бетону SDS+       12 &#215;&numsp;210 мм BOHRER СТАНДАРТ|414|      12 &#215; 210 мм|30112210| 68,74| 66,15| 63,95||
