name;vendor;id;price;measure;category;url;picture;description;available;currencyId
Валик малярный из искусственного меха 250 мм с рукояткой;;04-2-002;68,98;;Малярные валики;https://www.newe.ru/catalog/cat523.shtml;https://www.newe.ru/img/pic/shmal/big/VALIK%20TERMOFUSION.jpg;Малярный валик из искусственного меха предназначен для нанесения алкидных и масляных красок на гладкие или шероховатые поверхности. Диаметр корпуса валика 40 мм, ширина 250 мм, ворс 12-14 мм. Шубка бесшовно термовплавлена в полипропиленовую основу валика. Диаметр оси рукоятки (бюгеля) 6 мм.;;
