1|Термостойкий герметик KIM TEC Termo 1200                  |176|02-07-01|neat norow|Термостойкий герметик| KIM TEC Termo 1200 С, 310 мл, черный (производство Германия)|Пастообразный безасбестовый материал. При высыхании затвердевает, превращаясь в твердый, стойкий к действию высоких температур уплотнитель.<UL><LI>Хорошая адгезия с большинством основ, нерастрескивающиеся швы.<LI>Применяется для уплотнения швов и стыков в отопительных установках, каминах, печах; для склеивания огнеупорных кирпичей и камней; для расшивки швов кладки.<LI>Термостойкость до +1200&deg;С.<LI>Имеются  <a href=/img/pic/foam/big/Tech_Description_1200.pdf target=_blank title="Документ PDF">Техническое описание</a> и <a href=/img/pic/foam/big/Cert_301N.png target=_blank title="Сертификат Роспотребнадзора">Сертификат Роспотребнадзора</a>.</UL><p><span class="addt">||/img/pic/foam/small/KIM_TEC_1200.jpg|/img/pic/foam/big/KIM_TEC_1200.jpg
0|Термостойкий герметик KIM TEC Termo 1200                  |176|02-07-01
1|Жидкая резина KIM TEC "КлейВсё", 310 мл                   |176|03-04-05|neat norow|Жидкая резина| KIM TEC "КлейВсё" (производство Германия)|Универсальный однокомпонентный продукт нового вида на основе МS-полимеров без органических растворителей, с нейтральной системой вулканизации.<UL><LI>Заменяет большинство клеев и герметиков.<LI>Применим для склеивания, уплотнения швов, выравнивания поверхностей, приклеивания керамических плиток, герметизации ёмкостей, для внутренних и наружных работ.<LI>Позволяет проводить работы на вертикальных и потолочных поверхностях даже во влажных помещениях и резервуарах с водой.<LI>Шов эластичный, прочный, долговечный, устойчивый к перепадам температур, повышенной влажности, ультрафиолету и химически агрессивным средам. Высохший шов можно окрашивать.<LI>Имеется  <a href=/img/pic/foam/big/Tech_Description_LG.jpg target=_blank>техническое описание</a>.</UL><p><span class="addt">||/img/pic/foam/small/KIM_TEC_LG.jpg|/img/pic/foam/big/KIM_TEC_LG.jpg
0|Жидкая резина KIM TEC "КлейВсё" прозрачная, 300 мл        |176|03-04-05
0|Жидкая резина KIM TEC "КлейВсё" белая,      405 мл        |176|03-04-03
0|Жидкая резина KIM TEC "КлейВсё" черная,     405 мл        |176|03-04-07
1|ZIGGER PF СУХАЯ КРЫША, 1 кг                               |176|02-02-01|neat|Герметизирующий состав для кровли| ZIGGER PF СУХАЯ КРЫША, 1 кг (производство Германия) <span class=art>арт. 02-02-01</span>|Специальная паста для ремонта всех видов кровли от протечек, заделки трещин и щелей.<UL><LI>Эффективен для щелей шириной от 10 до 15 мм. Имеет 100% водонепроницаемость. Цвет черный.<LI>Можно наносить на влажные поверхности и при любых погодных условиях.<LI>Устойчив к пониженным температурам, атмосферным осадкам, повышенной влажности, ультрафиолету. Термостойкость шва: от -50 до +90&deg;C.<LI>Имеется  <a href=/img/pic/foam/big/Tech_Description_ZIGGER.jpg target=_blank>техническое описание</a>.</UL><p><span class="addt">||/img/pic/foam/small/ZIGGER_roof.jpg|/img/pic/foam/big/ZIGGER_roof.jpg
1|Герметик силиконовый ZIGGER 280 мл                     |176|ZIG-T/ZIG-W|neat|Силиконовый герметик| ZIGGER, 280 мл (производство Германия)|Универсальный силиконовый герметик многостороннего применения.<UL><LI>Не меняет своих свойств от -50 &deg; C до +180 &deg; C<LI>Температура использования от +5 &deg; C до +25 &deg; C<LI>Цвета: БЕЛЫЙ <span class=art>арт. 02-01-66</span> и ПРОЗРАЧНЫЙ <span class=art>арт. 02-01-67</span>.</UL><p><span class="addt">||/img/pic/foam/small/NEWE_ RU_ SILICONE ZIGGER_BELY I PROZRACHNY.jpg|/img/pic/foam/big/NEWE_ RU_ SILICONE ZIGGER_BELY I PROZRACHNY.jpg
1|Клей монтажный "жидкие гвозди"                            |270|03-05-35||Клей монтажный "жидкие гвозди"| V6 90 многоцелевой влагостойкий 280 мл прозрачный шов <span class=art>арт. 03-05-35</span>|<UL><LI>V6 Клей Вместо Гвоздей 90 - прозрачный многоцелевой каучуковый монтажный клей для внутренних и наружных работ.<LI>Предназначен для приклеивания различных элементов конструкций и отделочно-декоративных деталей.<LI>Образует прозрачный влагостойкий эластичный шов.<LI>Очень быстрое начальное схватывание, отличная адгезия, прочность соединений.<LI>Обрабатываемый материал: бетон, древесина, кирпич, штукатурка.</UL><p><span class="addt">||/img/pic/foam/small/03-05-35_v6_90.jpg|/img/pic/foam/big/03-05-35_v6_90.jpg
1|Клей монтажный "жидкие гвозди"                            |270|03-05-33||Клей монтажный "жидкие гвозди"| V6 94 универсальный экологический 280 мл <span class=art>арт. 03-05-33</span>|<UL><LI>V6 Клей Вместо Гвоздей 94 универсальный экологический - однокомпонентный водяной клей на базе акриловой дисперсии.<LI>Предназначен для работ внутри помещений по изоляции и монтажу, применяется при приклеивании декоративных материалов к пористым поверхностям.<LI>Морозостойкий, экологически безвредный, не содержит растворителей.<LI>Обрабатываемый материал: камень, бетон, гипсокартон, дерево, керамическая плитка, керамика, металлы.</UL><p><span class="addt">||/img/pic/foam/small/03-05-33_v6_94.jpg|/img/pic/foam/big/03-05-33_v6_94.jpg
1|Клей монтажный "жидкие гвозди"                            |270|03-05-34||Клей монтажный "жидкие гвозди"| V6 99 универсальный экстра сильный 280 мл <span class=art>арт. 03-05-34</span>|<UL><LI>V6 Клей Вместо Гвоздей 99 универсальный экстра сильный - однокомпонентный клей на основе растворителей на базе бутадиен-стиролового каучука (SBS).<LI>Предназначен для отделочных работ внутри и снаружи помещений в строительстве.<LI>Образует эластичный водостойкий шов.<LI>Обрабатываемый материал: камень, бетон, гипсокартон, дерево, керамическая плитка, керамика, ПВХ и другие пластики, стекло, металлы.</UL><p><span class="addt">||/img/pic/foam/small/03-05-34_v6_99.jpg|/img/pic/foam/big/03-05-34_v6_99.jpg
1|Жидкая резина KIM TEC "КлейВсё", 310 мл                   |270|03-04-05|neat norow|Жидкая резина| KIM TEC "КлейВсё" (производство Германия)|Универсальный однокомпонентный продукт нового вида на основе МS-полимеров без органических растворителей, с нейтральной системой вулканизации.<UL><LI>Заменяет большинство клеев и герметиков.<LI>Применим для склеивания, уплотнения швов, выравнивания поверхностей, приклеивания керамических плиток, герметизации ёмкостей, для внутренних и наружных работ.<LI>Позволяет проводить работы на вертикальных и потолочных поверхностях даже во влажных помещениях и резервуарах с водой.<LI>Шов эластичный, прочный, долговечный, устойчивый к перепадам температур, повышенной влажности, ультрафиолету и химически агрессивным средам. Высохший шов можно окрашивать.<LI>Имеется  <a href=/img/pic/foam/big/Tech_Description_LG.jpg target=_blank>техническое описание</a>.</UL><p><span class="addt">||/img/pic/foam/small/KIM_TEC_LG.jpg|/img/pic/foam/big/KIM_TEC_LG.jpg
0|Жидкая резина KIM TEC "КлейВсё" прозрачная, 300 мл        |270|03-04-05
0|Жидкая резина KIM TEC "КлейВсё" белая,      405 мл        |270|03-04-03
0|Жидкая резина KIM TEC "КлейВсё" черная,     405 мл        |270|03-04-07
