1|Скотч прозрачный 48&nbsp;мм&nbsp;x&nbsp; 66&nbsp;м;&nbsp;43&nbsp;мкм|115|TR6636|33.00||Скотч|, ширина 48&nbsp;мм, толщина 43&nbsp;мкм|Цена за один ролик.||/img/pic/strhoz/small/Scotch prozrach.jpg|/img/pic/strhoz/big/Scotch prozrach.jpg
0|Скотч коричневый 48&nbsp;мм&nbsp;x&nbsp; 66&nbsp;м;&nbsp;43&nbsp;мкм|115|TB06636|35.00
0|Скотч коричневый 48&nbsp;мм&nbsp;x&nbsp;120&nbsp;м;&nbsp;43&nbsp;мкм|115|TB12024|69.00
0|Скотч коричневый 48&nbsp;мм&nbsp;x&nbsp; 66&nbsp;м;&nbsp;43&nbsp;мкм TORNADO|115|TTB66|35.00
1|Скотч армированный 50&nbsp;мм&nbsp;x&nbsp; 10&nbsp;м|115|02-0-9-502|58.00||Скотч армированный серый| CYCLONE|Армированная лента &mdash; это односторонняя клейкая лента на полипропиленовой основе, армированная продольно и поперечно полиэстровым тканевым волокном, покрытым специальным слоем высококачественного клея hot melt.<DL><DT>Толщина пленки: <DD>80 мкм<DT>Плотность клеевого слоя: <DD>45 г / кв. м<DT>Клейкость к стали: <DD>17,4 Н / 25 мм<DT>Удлинение при разрыве: <DD>170 &plusmn; 5%<DT>Термоустойчивость: <DD>60 &deg; С</DL><p><span class="addt">Цена за один ролик.||/img/pic/strhoz/small/Scotch ARMIROVANY.jpg|/img/pic/strhoz/big/Scotch ARMIROVANY.jpg
0|Скотч армированный 50&nbsp;мм&nbsp;x&nbsp; 25&nbsp;м|115|02-0-9-504|89.00|
0|Скотч армированный 50&nbsp;мм&nbsp;x&nbsp; 50&nbsp;м|115|02-0-9-503|169.00|
1|Скотч армированный 48&nbsp;мм&nbsp;x&nbsp;50&nbsp;м|115|88889|169.00||| (серебро) <span class=art>арт. 88889</span>|Лента клейкая армированная алюминием обеспечивает надежное соединение стыков и швов при термоизоляции. Термостойкая и морозоустойчивая. Может использоваться в банях, саунах, системах кондиционирования.<span class="addt">Цена за один ролик.||/img/pic/strhoz/small/88889.jpg|/img/pic/strhoz/big/jpg
1|Скотч 50&nbsp;мм&nbsp;x&nbsp;50&nbsp;м|115|88815|215.00||| алюминиевый <span class=art>арт. 88815</span>|Лента клейкая алюминиевая - алюминиевый скотч - представляет из себя фольгу с нанесенным на нее клеевым слоем. Применяется для соединения металлизированных поверхностей, ремонта воздухопроводов, в строительстве бань и саун, монтажных вентиляционных работах и т.п.<span class="addt">Цена за один ролик.||/img/pic/strhoz/small/88815.jpg|/img/pic/strhoz/big/jpg
1|Пленка-стрейч, ролик весом 1&nbsp;кг|115|STR01|139,00||Стрейч &mdash; паллетная пленка|, ширина 500&nbsp;мм, толщина 20&nbsp;мкм <span class=art>арт. STR01</span>|Цена за один ролик.||/img/pic/strhoz/small/STRECH_PLENKA.jpg|/img/pic/strhoz/big/STRECH_PLENKA.jpg
0|Пленка-стрейч, ролик весом 1.8&nbsp;кг|115|STR18|249,00
1|Скотч лента малярная 48&nbsp;мм&nbsp;x&nbsp;24&nbsp;м|115|TM2436|39,00||Скотч малярный| TORNADO|||/img/pic/strhoz/small/SCOTCH Maljarny.jpg|/img/pic/strhoz/big/SCOTCH Maljarny.jpg
0|Скотч лента малярная 48&nbsp;мм&nbsp;x&nbsp;47&nbsp;м|115|TM4736/4724|59,00
1|Сетка (лента) самоклеящаяся &nbsp;&nbsp;50&nbsp;мм&nbsp;x&nbsp; 45&nbsp;м|115|89002|79.00||Стеклотканевая самоклеящаяся лента (СЕРПЯНКА)из стекловолокна| MATRIX|Стеклотканевая самоклеящаяся лента из стекловолокна служит как армирующий элемент при отделочных работах.<DL><DT>Размер ячеек, мм: <DD>2,5 х 2,5<DT>Масса, г / кв. м: <DD>50 &plusmn; 5</DL><p><span class="addt">Цена за один рулон.||/img/pic/strhoz/small/Steklosetka-lenta.jpg|/img/pic/strhoz/big/Steklosetka-lenta.jpg
0|Сетка (лента) самоклеящаяся &nbsp;&nbsp;50&nbsp;мм&nbsp;x&nbsp; 90&nbsp;м|115|89004|129.00
0|Сетка (лента) самоклеящаяся 100&nbsp;мм&nbsp;x&nbsp; 90&nbsp;м|115|89012|229.00
0|Сетка (лента) самоклеящаяся 150&nbsp;мм&nbsp;x&nbsp; 90&nbsp;м|115|89016|315.00

1|.|228|HPP08050|990,00||Хлопко-прошивное полотно (ХПП)| в рулонах 0.80&nbsp;х&nbsp;50&nbsp;м <span class=art>арт. HPP08050</span>|Цена за 1 рулон.||/img/pic/strhoz/small/HPP.jpg|/img/pic/strhoz/big/jpg
1|.|228|ME110100|3250,00||Мешковина| в рулонах 1.10&nbsp;х&nbsp;100&nbsp;м <span class=art>арт. ME110100</span>|Цена за 1 рулон.||/img/pic/strhoz/small/meshkov.jpg|/img/pic/strhoz/big/jpg
1|.|228|PF045070|1260,00||Полотно вафельное| в рулонах 0.45&nbsp;х&nbsp;70&nbsp;м <span class=art>арт. PF045070</span>|Цена за 1 рулон.||/img/pic/strhoz/small/pol_vaf.jpg|/img/pic/strhoz/big/jpg
1|Ветошь|228|VZ404010|590,00||Ветошь| в лоскутах 40 х 40 см <span class=art>арт. VZ404010</span>|Цена за 1 брикет 10 кг.||/img/pic/strhoz/small/VETOSH.jpg|/img/pic/strhoz/big/VETOSH.jpg

