# 278,cat278|Провода и кабели
#0|Вилка белая с заземлением прямая FAR             |283|F03     |  69,00|  66,00|-|
#1|Вилка белая с заземлением,                       |283|F182    |  73,00|  69,00|-||norow|| FAR угловая с кольцом <span class=art>арт. F182</span>|<strong>Степень защиты IP44</strong>||/img/pic/elka/small/F182.jpg|/img/pic/elka/big/jpg
#0|Вилка белая с заземлением угловая FAR с кольцом  |283|F182    |  73,00|  69,00|-|
#1|Вилка черная, каучук,                            |283|VI-U2   | 139,00| 129,00|-||norow|| угловая, 16А, 250V <span class=art>арт. VI-U2</span>|<strong>Степень защиты IP44</strong>||/img/pic/elka/small/VI-U2.jpg|/img/pic/elka/big/jpg
#0|Вилка черная, каучук, угловая, 16А, 250V         |283|VI-U2   | 139,00| 129,00|-|
#0|Вилка, каучук, IP44, прямая черная               |283|VI-U1   |145|138|135||norow
#0|Вилка черная, каучук, прямая, 16А, 250V СТАНДАРТ |283|V.1S    | 99,00| 89,00| 85,00
#1|Вилка BEMIS, каучук, IP44, прямая черная         |283|VI-BEM1 |145|138|135|||Герметичные каучуковые штепсельные вилки| BEMIS с заземляющим контактом черные|<strong>Степень защиты IP44</strong></span></p><UL><LI>Вилки Bemis рассчитаны на номинальное напряжение до 250 В с протеканием тока до 16А.<LI>Корпус выполнен из высококачественного каучука.<LI>Защищают от попадания посторонних предметов любого размера и брызг, падающих в любом направлении.</UL><p><span class="addt">||/img/pic/elka/small/VIL-KAUCH.jpg|/img/pic/elka/big/VIL-KAUCH.jpg
#0|Вилка BEMIS, каучук, IP44, угловая черная        |283|VI-BEM2 |145|138|135||

# 288,cat288|Колодки электрические
 1|Колодка штепсельная с крышками, каучук, черная   |288|        | 365,00| 357,00|-||norow|| 16&nbsp;А NE-AD <span class="art">арт. 4004</span>|<strong>Степень защиты IP44</strong> ||/img/pic/elka/small/4004.jpg|/img/pic/elka/big/4004.jpg
 0|Колодка, каучук, IP44, 3 гнезда черная, 16А      |288|4004    | 325,00| 298,00|-|
#1|Колодки штепсельные с крышками, каучук, черные   |288|        | 365,00| 357,00|-||norow|| 16&nbsp;А NE-AD|<strong>Степень защиты IP44</strong> ||/img/pic/elka/small/4004.jpg|/img/pic/elka/big/4004.jpg
#0|Колодка, каучук, IP44, 2 гнезда черная, 16А      |288|4102    | 285,00| 282,00|-|
#1|Колодка, каучук, IP44, 1 гнездо черная           |288|C.U2    | 365,00| 357,00|-||norow|Колодки электрические каучуковые| с крышкой черные, 16&nbsp;А|<strong>Степень защиты IP44</strong> ||/img/pic/elka/small/CO-U.jpg|/img/pic/elka/big/jpg
#0|Колодка, каучук, IP44, 2 гнезда черная           |288|C.U2    | 298,00| 292,00|-|
#0|Колодка, каучук, IP44, 3 гнезда черная           |288|C.U3    | 329,00| 321,00|-|
