1|Круг отрезной TSUNAMI 115 x 1.2 x 22 А 60 T BF|184|13,90 |11,90|12,95||Круги отрезные по металлу| TSUNAMI|<UL><LI>На бакелитовой связке с наличием упрочняющей сетки (BF).<LI>Тип абразивного зерна - нормальный электрокорунд (А).<LI>Твердость  R (твердые), T (весьма твердые).<LI>Высокая скорость реза, низкий дисбаланс, чистый рез, износостойкость.</UL><p><span class="addt">Цена за 1 шт.||/img/pic/abraz/small/Krug Tsunami.jpg|/img/pic/abraz/big/Krug Tsunami.jpg
0|Круг отрезной по камню 230 х 3.0 х 22|25|37.50|34.50|35.50

1|Круг зачистной (Луга) 115 х 6.0 х 22|26|25.00|22.50|23.50||Круги зачистные обдирочные| пр-ва Лужского Абразивного завода|Предназначены для зачистки деталей и конструкций из стали, зачистки сварных швов.<br>Цена за 1 шт.||/img/pic/abraz/small/Zachistnoj krug Luga.jpg|/img/pic/abraz/big/Zachistnoj krug Luga.jpg
0|Круг зачистной (Луга) 125 х 6.0 х 22|26|27.80|25.50|26.50
0|Круг зачистной (Луга) 150 х 6.0 х 22|26|36.00|35.80|33.50
0|Круг зачистной (Луга) 180 х 6.0 х 22|26|42.80|35.80|39.00
0|Круг зачистной (Луга) 230 х 6.0 х 22|26|52.00|48.00|49.50
1|Круг зачистной (TSUNAMI) 125 х 6.0 х 22|26|36.80|22.50|35.00||Зачистные круги| TSUNAMI|Предназначены для зачистки деталей и конструкций из стали, зачистки сварных швов.<br>Цена с НДС за 1 шт.||/img/pic/abraz/small/Krug TSUNAMI ZACHISTNYE.jpg|/img/pic/abraz/big/Krug TSUNAMI ZACHISTNYE.jpg
0|Круг зачистной (TSUNAMI) 180 х 6.0 х 22|26|49.90|22.50|47.90
0|Круг зачистной (TSUNAMI) 230 х 6.0 х 22|26|69.00|22.50|67.00

1|Круг лепестковый шлифовальный КЛТ1 Лужского Абразивного завода|27|39.00|44.00|37.00|norow|Круги лепестковые торцевые шлифовальные| пр-ва Лужского Абразивного завода|<UL><LI>Изготовлены из импортной шлифовальной шкурки и на оборудовании ведущих европейских производителей.<LI>Тип: КЛТ 1 (плоские).<LI>Шлифматериал: 14А (электрокорунд нормальный).<LI>Допустимая скорость вращения: 80 м/с (13300 / 12250 об/мин).</UL><p><span class="addt">Цена за 1 шт.||/img/pic/abraz/small/KRUG Lepestkovy LUGA.jpg|/img/pic/abraz/big/KRUG Lepestkovy LUGA.jpg
0|Круг лепестковый шлифовальный КЛТ1 115 х 22, А24  (14А 80/Р24 )|27|39.00|44.00|37.00
0|Круг лепестковый шлифовальный КЛТ1 115 х 22, А40  (14А 40/Р40 )|27|39.00|44.00|37.00
0|Круг лепестковый шлифовальный КЛТ1 115 х 22, А60  (14А 25/Р60 )|27|39.00|44.00|37.00
0|Круг лепестковый шлифовальный КЛТ1 115 х 22, А80  (14А 20/Р80 )|27|39.00|44.00|37.00
0|Круг лепестковый шлифовальный КЛТ1 115 х 22, А100 (14А 16/Р100)|27|39.00|44.00|37.00
0|Круг лепестковый шлифовальный КЛТ1 125 х 22, А24  (14А 80/Р24 )|27|45.00|44.00|43.00|blkt
0|Круг лепестковый шлифовальный КЛТ1 125 х 22, А40  (14А 40/Р40 )|27|45.00|44.00|43.00
0|Круг лепестковый шлифовальный КЛТ1 125 х 22, А60  (14А 25/Р60 )|27|45.00|44.00|43.00
0|Круг лепестковый шлифовальный КЛТ1 125 х 22, А80  (14А 20/Р80 )|27|45.00|44.00|43.00
0|Круг лепестковый шлифовальный КЛТ1 125 х 22, А100 (14А 16/Р100)|27|45.00|44.00|43.00
0|Круг лепестковый шлифовальный КЛТ1 125 х 22, А120 (14А 12/Р120)|27|45.00|44.00|43.00

1|Круг лепестковый шлифовальный КЛТ1 TSUNAMI|27|29.00|44.00|26.00|norow|Лепестковые торцевые круги| TSUNAMI|Изготовлены из лепестков шлифовальной шкурки, зафиксированных на хлопчатобумажной ткани.<br>Цена за 1 шт.||/img/pic/abraz/small/Krug TSUNAMI KLT.jpg|/img/pic/abraz/big/Krug TSUNAMI KLT.jpg
0|Круг лепестковый шлифовальный КЛТ1 125 х 22, А40  (14А 40/Р40 )|27|29.00|44.00|28.00
0|Круг лепестковый шлифовальный КЛТ1 125 х 22, А60  (14А 25/Р60 )|27|29.00|44.00|28.00
0|Круг лепестковый шлифовальный КЛТ1 125 х 22, А80  (14А 20/Р80 )|27|29.00|44.00|28.00
0|Круг лепестковый шлифовальный КЛТ1 125 х 22, А120 (14А 12/Р120)|27|29.00|44.00|28.00

1|Круг отрезной|120|72.00|67.00|69.00|t1||&nbsp; KLINGSPOR 230&nbsp;х&nbsp;3.0&nbsp;х&nbsp;22&nbsp; A&nbsp;24&nbsp;Extra <span class=art>арт. 60830</span>|Универсальный отрезной круг по металлу<DL><DT>Максимальная рабочая скорость: <DD>80 m/s<DT>Допустимая скорость вращения: <DD>6 600 rpm<DT>Количество в упаковке: <DD>25 шт.</DL><BR>Цена с НДС за 1 шт.||/img/pic/abraz/small/Klin 230 - END.jpg|/img/pic/abraz/big/Klin 230 - END.jpg
1|Круг отрезной|120|69.00|67.00|66.00|t1||&nbsp; KLINGSPOR 230&nbsp;х&nbsp;2.0&nbsp;х&nbsp;22&nbsp; A&nbsp;24&nbsp;Extra <span class=art>арт. 60829</span>|Универсальный отрезной круг по металлу<DL><DT>Максимальная рабочая скорость: <DD>80 m/s<DT>Допустимая скорость вращения: <DD>6 600 rpm<DT>Количество в упаковке: <DD>25 шт.</DL><BR>Цена с НДС за 1 шт.||/img/pic/abraz/small/KLIN 230x2.jpg|/img/pic/abraz/big/KLIN 230x2.jpg
1|Круг отрезной|120|37.00|31.90|35.00|t2||&nbsp; KLINGSPOR 125&nbsp;х&nbsp;1.0&nbsp;х&nbsp;22&nbsp; A&nbsp;60&nbsp;Extra <span class=art>арт. 60770</span>|Отрезной круг для резки тонкостенных профилей и тонкостенных труб, высококачественной стали, цветных металлов<DL><DT>Максимальная рабочая скорость: <DD>80 m/s<DT>Допустимая скорость вращения: <DD>12 200 rpm<DT>Количество в упаковке: <DD>25 шт.</DL><BR>Цена с НДС за 1 шт.||/img/pic/abraz/small/Klin 125-1 END.jpg|/img/pic/abraz/big/Klin 125-1 END.jpg
1|Круг отрезной|120|35.00|29.40|31.00|t3||&nbsp; KLINGSPOR 125&nbsp;х&nbsp;1.6&nbsp;х&nbsp;22&nbsp; A&nbsp;46&nbsp;Extra <span class=art>арт. 60771</span>|Высокачественный отрезной круг для резки тонкостенных профилей и тонкостенных труб, высококачественной стали, цветных металлов<DL><DT>Максимальная рабочая скорость: <DD>80 m/s<DT>Допустимая скорость вращения: <DD>12 200 rpm<DT>Количество в упаковке: <DD>25 шт.</DL><BR>Цена с НДС за 1 шт.||/img/pic/abraz/small/Klin 125-1-6 END.jpg|/img/pic/abraz/big/Klin 125-1-6 END.jpg

1|Круг отрезной FIXER 230x3.0x22 |184|27,00|26,00|26,00||Круги отрезные по металлу| FIXER|Цена с НДС за 1 шт.||/img/pic/abraz/small/Krug FIXER.jpg|/img/pic/abraz/big/Krug FIXER.jpg
0|Круг отрезной FIXER 125x1.2x22 |184|9,40 |9,30 |9,30
0|Круг отрезной FIXER 125x2.5x22 |184|11,90|11,20|11,20
